"FACID","NAME","TYPE","LTC","CAPACITY","ADDRESS","CITY","ZIP","FACADMIN","CONTACT_EMAIL","CONTACT_FAX","CONTACT_PHONE_NUMBER","COUNTY_NAME","COUNTY_CODE","DISTRICT_NUMBER","DISTRICT_NAME","LICENSE_NUMBER","INITIAL_LICENSE_DATE","LICENSE_EFFECTIVE_DATE","OSHPD_NUMBER","LATITUDE","LONGITUDE","LOCATION"
950000068,"LAUREL PARK BEHAVIORAL HEALTH CENTER","SKILLED NURSING FACILITY","LTC",43,"1425 LAUREL AVE","POMONA",91768,"Rodriguez, Silvia","ELENA.YOUNG@SUNH.COM","(909) 622-4319","(909) 622-1069",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000064,"19Feb1962","29Jun2015","",34.06389,-117.773535,"(34.06389, -117.773535)"
950000066,"LANDMARK MEDICAL CENTER","SKILLED NURSING FACILITY","LTC",95,"2030 N GAREY AVE","POMONA",91767,"Campos Kilby, Rosemary","rosemaryck@aol.com","(909) 593-4120","(909) 593-2585",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000062,"15Jun1971","13Jun2015","",34.083603,-117.752588,"(34.083603, -117.752588)"
950000063,"IDLE ACRE SANITARIUM & CONVALESCENT HOSPITAL","SKILLED NURSING FACILITY","LTC",53,"5044 BUFFINGTON RD","EL MONTE",91732,"Silberberg, Barry","idleacre@sbcglobal.net","(818) 444-2614","(626) 443-1351",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000058,"12Apr1950","29Jun2015","206190403",34.093349,-118.008147,"(34.093349, -118.008147)"
950000061,"SUNNY VIEW CARE CENTER","SKILLED NURSING FACILITY","LTC",99,"1428 S MARENGO AVE","ALHAMBRA",91803,"Pinoliar, Reynaldo","rguarino@episcopalhome.org","(626) 284-7819","(626) 576-1032",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000055,"","15Nov2014","206190386",34.075963,-118.141801,"(34.075963, -118.141801)"
950000060,"ROYAL TERRACE HEALTH CARE","SKILLED NURSING FACILITY","LTC",58,"1340 HIGHLAND AVE","DUARTE",91010,"Yago, Michael","","(626) 256-9354","(626) 256-4654",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000041,"26Apr1965","14Dec2014","206190276",34.137373,-117.96658,"(34.137373, -117.96658)"
950000058,"GREEN ACRES LODGE","SKILLED NURSING FACILITY","LTC",85,"8101 HILL DR","ROSEMEAD",91770,"Fugate, Karen","knmfugate@aol.com","(626) 280-5685","(626) 280-2293",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000052,"","28Jan2015","206190353",34.045392,-118.09243,"(34.045392, -118.09243)"
950000057,"PINE GROVE HEALTHCARE & WELLNESS CENTRE, LP","SKILLED NURSING FACILITY","LTC",75,"126 N SAN GABRIEL BLVD","SAN GABRIEL",91775,"Ginsberg, Yehoshua","mlter111@aol.com","(626) 677-5537","(626) 285-3131",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000045,"","13Sep2014","206190293",34.104489,-118.090991,"(34.104489, -118.090991)"
950000056,"DEL MAR CONVALESCENT HOSPITAL","SKILLED NURSING FACILITY","LTC",59,"3136 DEL MAR AVE","ROSEMEAD",91770,"Balanay, Channon","admin@delmarhospital.com","(626) 571-7782","(626) 288-8353",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000030,"","13Jan2015","206190233",34.065322,-118.099468,"(34.065322, -118.099468)"
950000054,"BEACON HEALTHCARE CENTER","SKILLED NURSING FACILITY","LTC",54,"919 N SUNSET AVE","WEST COVINA",91790,"Samuelian, Spencer R","nonavail@ble.com","(626) 337-4044","(626) 962-4489",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000025,"17Dec1963","20May2015","206190189",34.086051,-117.934323,"(34.086051, -117.934323)"
950000053,"CLAREMONT MANOR CARE CENTER","SKILLED NURSING FACILITY","LTC",59,"621 W BONITA AVE","CLAREMONT",91711,"Hirst, Gregory","acaringal@frontporch.net","(909) 626-0648","(909) 626-1227",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000024,"01Jan1951","11Jul2014","206196220",34.096502,-117.724285,"(34.096502, -117.724285)"
950000052,"CASA BONITA CONVALESCENT HOSPITAL","SKILLED NURSING FACILITY","LTC",106,"535 E BONITA AVE","SAN DIMAS",91773,"Escontrias, Richard","fac29@surfside.net","(909) 599-7178","(909) 599-1248",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000095,"16Apr1956","10Nov2014","206190700",34.106698,-117.797297,"(34.106698, -117.797297)"
950000050,"MISSION CARE CENTER","SKILLED NURSING FACILITY","LTC",59,"4800 DELTA AVE","ROSEMEAD",91770,"Bigler, Scott","mflake@ensigngroup.net","(626) 607-2490","(626) 607-2400",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000019,"17Sep1954","01May2015","206190122",34.091141,-118.086517,"(34.091141, -118.086517)"
950000049,"WEST COVINA HEALTHCARE CENTER","SKILLED NURSING FACILITY","LTC",97,"850 S SUNKIST AVE","WEST COVINA",91790,"Atilano, Lisa","jims@countryvillahealth.com","(626) 338-3978","(626) 962-3368",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000014,"11Oct1968","01Nov2014","206190085",34.070662,-117.948939,"(34.070662, -117.948939)"
950000048,"MONROVIA GARDENS HEALTHCARE CENTER","SKILLED NURSING FACILITY","LTC",95,"615 W DUARTE RD","MONROVIA",91016,"Peterson, Tanner","scottp@countryvillahealth.com","(626) 357-5330","(626) 358-4547",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000013,"19Jun1963","01Nov2014","206190084",34.132181,-118.012043,"(34.132181, -118.012043)"
950000047,"COAST CARE CONVALESCENT CENTER","SKILLED NURSING FACILITY","LTC",48,"14518 LOS ANGELES ST","BALDWIN PARK",91706,"Alipio, Heidi G","coastcare.ng@verizon.net","(626) 337-5549","(626) 337-7229",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000012,"12Nov1958","09Nov2014","206190050",34.092291,-117.95899,"(34.092291, -117.95899)"
950000046,"ROYAL CREST HEALTH CARE","SKILLED NURSING FACILITY","LTC",59,"519 W BADILLO ST","COVINA",91722,"Yago, Michael","nonavail@ble.com","(626) 966-6380","(626) 915-5621",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000011,"07May1962","24Jan2015","206190048",34.086421,-117.899332,"(34.086421, -117.899332)"
950000045,"ARCADIA HEALTH CARE CENTER","SKILLED NURSING FACILITY","LTC",117,"1601 S BALDWIN AVE","ARCADIA",91007,"Rivera, Daniel","ach98a@earthlink.com","(626) 445-0338","(626) 445-2170",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000010,"07Sep1962","29Nov2014","206190036",34.120969,-118.055022,"(34.120969, -118.055022)"
950000044,"WEST HAVEN HEALTHCARE","SKILLED NURSING FACILITY","LTC",99,"1495 W CAMERON AVE","WEST COVINA",91790,"Cantoreggi, Marco","emmanuelwestcovina@hotmail.com","(626) 960-4083","(626) 962-4461",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000009,"17Sep1970","18Feb2015","206190027",34.067843,-117.941162,"(34.067843, -117.941162)"
950000042,"COUNTRY VILLA CLAREMONT HEALTHCARE CENTER","SKILLED NURSING FACILITY","LTC",99,"590 S INDIAN HILL BLVD","CLAREMONT",91711,"Ginsberg, Yehoshua","richardr@countryvillahealth.com","(909) 624-4964","(909) 624-4511",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000053,"27Mar1959","01Nov2014","206190373",34.085469,-117.719164,"(34.085469, -117.719164)"
950000041,"POMONA VISTA CARE CENTER","SKILLED NURSING FACILITY","LTC",59,"651 N MAIN ST","POMONA",91768,"Felton, Eric","admin.cvp@mpowercom.net","(909) 455-0133","(909) 623-2481",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000085,"09Nov1970","30Nov2014","206190626",34.063974,-117.75223,"(34.063974, -117.75223)"
950000040,"COUNTRY OAKS CARE CENTER","SKILLED NURSING FACILITY","LTC",81,"215 W PEARL ST","POMONA",91768,"Felton, Eric","admin.cvp@mpowercom.net","(909) 455-0410","(909) 622-1067",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000086,"18Jun1964","05Nov2014","206190627",34.064602,-117.752767,"(34.064602, -117.752767)"
950000039,"ATHERTON BAPTIST HOME-SAM B. WEST","SKILLED NURSING FACILITY","LTC",99,"214 S ATLANTIC BLVD","ALHAMBRA",91801,"Monnier, Mary","atherton@abh.org","(626) 576-0857","(626) 289-4178",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000105,"03Sep1957","07Nov2014","206190858",34.094416,-118.13461,"(34.094416, -118.13461)"
950000038,"EL MONTE CONVALESCENT HOSPITAL","SKILLED NURSING FACILITY","LTC",93,"4096 EASY ST","EL MONTE",91731,"Telles, Jesse","jtelles@pipeline.com","(626) 442-5378","(626) 442-1500",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000036,"24Mar1964","30Apr2015","206190267",34.083424,-118.062015,"(34.083424, -118.062015)"
950000033,"CHINO VALLEY HEALTH CARE CENTER","SKILLED NURSING FACILITY","LTC",102,"2351 S TOWNE AVE","POMONA",91766,"Orquia, Juanita","fac38admin@longwoodmgmt.com","(909) 628-0517","(909) 628-1245",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000102,"23Jan1964","03Nov2014","206190790",34.02855,-117.740374,"(34.02855, -117.740374)"
950000030,"BROADWAY HEALTHCARE CENTER","SKILLED NURSING FACILITY","LTC",59,"112 E BROADWAY","SAN GABRIEL",91776,"Caballero, Jennifer","shelleyp@countryvillahealth.com","(626) 287-4061","(626) 285-2165",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000016,"16Nov1964","01Nov2014","206190109",34.098898,-118.098775,"(34.098898, -118.098775)"
950000029,"ELMCREST CARE CENTER","SKILLED NURSING FACILITY","LTC",96,"3111 SANTA ANITA AVE","EL MONTE",91733,"Pagela Zambrano, Karen","aelmcrest@skilledhealthcare.com","(626) 443-4228","(626) 443-0218",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000040,"","12Nov2014","206190275",34.064458,-118.042714,"(34.064458, -118.042714)"
950000026,"SAN MARINO MANOR","SKILLED NURSING FACILITY","LTC",59,"6812 N OAK AVE","SAN GABRIEL",91775,"Elbert, Michael","KCABLAYAN@3GENCARE.COM","(626) 446-8109","(626) 446-5263",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000092,"07Dec1960","29Jun2014","206190679",34.122751,-118.068135,"(34.122751, -118.068135)"
950000022,"COMMUNITY CARE CENTER","SKILLED NURSING FACILITY","LTC",167,"2335 MOUNTAIN AVE","DUARTE",91010,"O'Connor, Barbara","pdbccc@netscape.net","(626) 303-1116","(626) 357-3207",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000051,"23Jan1961","01Nov2014","",34.122702,-117.990437,"(34.122702, -117.990437)"
950000019,"VISTA COVE CARE CENTER AT SAN GABRIEL","SKILLED NURSING FACILITY","LTC",99,"909 W SANTA ANITA ST","SAN GABRIEL",91776,"Burkin, Kevin","ed_cayetano@lcca.com","(626) 289-9503","(626) 289-5365",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000072,"07Nov1963","01Mar2015","206190540",34.094747,-118.112159,"(34.094747, -118.112159)"
950000018,"SIERRA VIEW CARE CENTER","SKILLED NURSING FACILITY","LTC",98,"14318 OHIO ST","BALDWIN PARK",91706,"Christian, Canny","nonavail@ble.com","(626) 960-0908","(626) 960-1971",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000070,"19Aug1966","30Nov2014","206190537",34.095402,-117.96228,"(34.095402, -117.96228)"
950000014,"COVINA REHABILITATION CENTER","SKILLED NURSING FACILITY","LTC",99,"261 W BADILLO ST","COVINA",91723,"Rodas, Richard","fac49admin@longwoodmgmt.com","(626) 967-5724","(626) 967-3874",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000047,"27Jan1965","01May2015","206190329",34.086319,-117.89373,"(34.086319, -117.89373)"
950000011,"MONTE VISTA HEALTHCARE CENTER","SKILLED NURSING FACILITY","LTC",69,"802 BUENA VISTA ST","DUARTE",91010,"Gomez, Lisa","mariette@countryvillahealth.com","(626) 359-8144","(626) 359-8141",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000017,"11Jun1965","01Nov2014","206190112",34.143446,-117.977524,"(34.143446, -117.977524)"
950000007,"RAMONA NURSING & REHABILITATION CENTER","SKILLED NURSING FACILITY","LTC",148,"11900 RAMONA BLVD","EL MONTE",91732,"White, Jones Douglas D","jrstine@aol.com","(626) 444-9884","(626) 442-5721",200,"LOS ANGELES",94,"LOS ANGELES COUNTY EAST",950000037,"","10Apr2015","206190268",34.074931,-118.015604,"(34.074931, -118.015604)"
950000001,"GLADSTONE CARE AND REHABILITATION CENTER","SKILLED NURSING FACILITY","LTC",118,"435 E GLADSTONE ST","GLENDORA",91740,"Mate, Eduardo","junbautista@aol.com","(626) 963-8683","(626) 963-5955",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000006,"30Sep1969","01Dec2014","206190009",34.113957,-117.871488,"(34.113957, -117.871488)"
940000112,"WOODRUFF CONVALESCENT CENTER","SKILLED NURSING FACILITY","LTC",140,"17836 WOODRUFF AVE","BELLFLOWER",90706,"Pinero, Paul","wconvalescent@aol.com","(562) 867-5918","(562) 925-8457",200,"LOS ANGELES",94,"LOS ANGELES COUNTY EAST",940000180,"01Nov1969","28May2015","206190892",33.869981,-118.117205,"(33.869981, -118.117205)"
940000109,"MONTEBELLO CARE CENTER","SKILLED NURSING FACILITY","LTC",99,"1035 W BEVERLY BLVD","MONTEBELLO",90640,"Langevin, Christopher","amontebello@skilledhealthcare.com","(323) 724-1053","(323) 724-1315",200,"LOS ANGELES",94,"LOS ANGELES COUNTY EAST",940000119,"12Nov1964","16Nov2014","206190545",34.017879,-118.109378,"(34.017879, -118.109378)"
940000107,"LONG BEACH CARE CENTER","SKILLED NURSING FACILITY","LTC",163,"2615 GRAND AVE","LONG BEACH",90815,"Siregar, Christopher","gdutile@yahoo.com","(562) 426-5269","(562) 426-6141",200,"LOS ANGELES",94,"LOS ANGELES COUNTY EAST",940000177,"08Jun1970","17Nov2014","206190884",33.805304,-118.147098,"(33.805304, -118.147098)"
940000099,"WINDSOR GARDENS CONVALESCENT CENTER OF LONG BEACH","SKILLED NURSING FACILITY","LTC",199,"3232 E ARTESIA BLVD","LONG BEACH",90805,"Brugh, Charles  G","info@windsorcares.com","(562) 428-0280","(562) 422-9219",200,"LOS ANGELES",94,"LOS ANGELES COUNTY EAST",940000067,"24Jul1970","19Nov2014","206190287",33.874604,-118.154959,"(33.874604, -118.154959)"
940000098,"COURTYARD CARE CENTER","SKILLED NURSING FACILITY","LTC",59,"1880 DAWSON AVE","SIGNAL HILL",90755,"Javier, Julie","ajavier@courtyardcarecenter.com","(562) 494-5188","(562) 494-5188",200,"LOS ANGELES",94,"LOS ANGELES COUNTY EAST",940000159,"21Jan1955","26May2015","206190751",33.791299,-118.165471,"(33.791299, -118.165471)"
940000097,"SANTA FE CONVALESCENT HOSPITAL","SKILLED NURSING FACILITY","LTC",90,"3294 SANTA FE AVE","LONG BEACH",90810,"Schachten, Jeffrey","Jeffs@Santafech.com","(562) 988-8770","(562) 424-0757",200,"LOS ANGELES",94,"LOS ANGELES COUNTY EAST",940000147,"14Jan1964","30Nov2014","206190683",33.816619,-118.215359,"(33.816619, -118.215359)"
940000095,"RIVIERA HEALTHCARE CENTER","SKILLED NURSING FACILITY","LTC",154,"8203 TELEGRAPH RD","PICO RIVERA",90660,"Bennett, Rachel","npervaiz@rivierahealthcarecenter.com","(562) 928-5033","(562) 806-2576",200,"LOS ANGELES",94,"LOS ANGELES COUNTY EAST",940000144,"29Jun1966","01Dec2014","206190656",33.966905,-118.115297,"(33.966905, -118.115297)"
940000094,"RIO HONDO SUBACUTE & NURSING CENTER","SKILLED NURSING FACILITY","LTC",200,"273 E BEVERLY BLVD","MONTEBELLO",90640,"Enriquez, Alice","ariohondo@skilledhealthcare.com","(323) 724-2183","(323) 724-5100",200,"LOS ANGELES",94,"LOS ANGELES COUNTY EAST",940000143,"18Feb1969","01Dec2014","206190650",34.014657,-118.094117,"(34.014657, -118.094117)"
940000093,"ARTESIA CHRISTIAN HOME INC.","SKILLED NURSING FACILITY","LTC",66,"11614 183RD ST","ARTESIA",90701,"Vander Ley, Elroy","elroyv@achome.org","(562) 865-4153","(562) 865-5218",200,"LOS ANGELES",94,"LOS ANGELES COUNTY EAST",940000136,"01Jan1959","01Dec2014","206190618",33.865688,-118.085952,"(33.865688, -118.085952)"
940000092,"MAYWOOD SKILLED NURSING & WELLNESS CENTRE","SKILLED NURSING FACILITY","LTC",133,"6025 PINE AVE","MAYWOOD",90270,"Naaktgeboren, Esperanza","makamdar@yahoo.com","(323) 773-7872","(323) 560-0720",200,"LOS ANGELES",94,"LOS ANGELES COUNTY EAST",940000116,"01Jan1970","29Jun2015","206190510",33.984584,-118.188273,"(33.984584, -118.188273)"
940000091,"PARAMOUNT CONVALESCENT HOSPITAL","SKILLED NURSING FACILITY","LTC",59,"8558 ROSECRANS AVE","PARAMOUNT",90723,"ZACK, SAMUEL","admin.pd@mpowercom.net","(562) 634-6022","(562) 634-6877",200,"LOS ANGELES",94,"LOS ANGELES COUNTY EAST",940000131,"06Jan1964","30Nov2014","206190598",33.90366,-118.149524,"(33.90366, -118.149524)"
940000090,"PACIFIC VILLA, INC.","SKILLED NURSING FACILITY","LTC",99,"3501 CEDAR AVE","LONG BEACH",90807,"Jen Kin, Eden A","CENTVIK@AOL.COM","(562) 492-9408","(562) 595-1731",200,"LOS ANGELES",94,"LOS ANGELES COUNTY EAST",940000130,"13Mar1972","10Jun2015","206190594",33.820999,-118.195322,"(33.820999, -118.195322)"
940000089,"PACIFIC CARE NURSING CENTER","SKILLED NURSING FACILITY","LTC",99,"3355 PACIFIC PL","LONG BEACH",90806,"Amini, Reza H","adminpc@uscarehealth.com","(562) 424-6499","(562) 595-4336",200,"LOS ANGELES",94,"LOS ANGELES COUNTY EAST",940000129,"07Nov1968","15Apr2015","206190593",33.818531,-118.19573,"(33.818531, -118.19573)"
940000078,"GREENFIELD CARE CENTER OF SOUTH GATE","SKILLED NURSING FACILITY","LTC",99,"8455 STATE ST","SOUTH GATE",90280,"Panuncialman, Ruby","SG8455@yahoo.com","(213) 564-4604","(323) 564-7761",200,"LOS ANGELES",94,"LOS ANGELES COUNTY EAST",940000160,"06Aug1970","16Nov2014","206190764",33.959033,-118.211604,"(33.959033, -118.211604)"
940000077,"DOCTORS CONVALESCENT HOSPITAL","SKILLED NURSING FACILITY","LTC",36,"7926 PAINTER AVE","WHITTIER",90602,"Legaspi, Elena","doctors_convalescent@yahoo.com","(562) 693-6290","(562) 693-5618",200,"LOS ANGELES",94,"LOS ANGELES COUNTY EAST",940000055,"09Aug1961","27Feb2015","206190238",33.969224,-118.032643,"(33.969224, -118.032643)"
940000076,"ROYAL OAKS CARE CENTER","SKILLED NURSING FACILITY","LTC",98,"3565 E  IMPERIAL HWY","LYNWOOD",90262,"Bautista, Jr., Cipriano","JUNB001@Gmail.com","(310) 632-8315","(310) 638-9377",200,"LOS ANGELES",94,"LOS ANGELES COUNTY EAST",940000035,"20Mar1968","02Mar2015","206190157",33.930525,-118.20639,"(33.930525, -118.20639)"
940000074,"BLOOMFIELD EAST","SKILLED NURSING FACILITY","LTC",130,"3615 E IMPERIAL HWY","LYNWOOD",90262,"Bailey, Laverne Mary","marlindaeast@aol.com","(310) 763-0993","(310) 639-4623",200,"LOS ANGELES",94,"LOS ANGELES COUNTY EAST",940000113,"08Mar1946","01Dec2014","206190502",33.931021,-118.203899,"(33.931021, -118.203899)"
940000073,"HUNTINGTON PARK NURSING CENTER","SKILLED NURSING FACILITY","LTC",99,"6425 MILES AVE","HUNTINGTON PARK",90255,"Hoffman, Charles C","drobinson@covenantcare.com","(323) 589-0123","(323) 589-5941",200,"LOS ANGELES",94,"LOS ANGELES COUNTY EAST",940000092,"19Jan1970","15Mar2015","206190401",33.980859,-118.219153,"(33.980859, -118.219153)"
940000072,"MARLORA POST ACUTE REHABILITATION HOSPITAL","SKILLED NURSING FACILITY","LTC",99,"3801 E ANAHEIM ST","LONG BEACH",90804,"Hauser, Steven","steve@marlora.com","(562) 961-5566","(562) 494-3311",200,"LOS ANGELES",94,"LOS ANGELES COUNTY EAST",940000115,"11Aug1970","29Nov2014","206190506",33.782616,-118.147883,"(33.782616, -118.147883)"
940000071,"VILLA ELENA HEALTHCARE CENTER","SKILLED NURSING FACILITY","LTC",98,"13226 STUDEBAKER RD","NORWALK",90650,"Javier, John","PHCVILLA@AOL.COM","(562) 929-2185","(562) 868-0591",200,"LOS ANGELES",94,"LOS ANGELES COUNTY EAST",940000172,"28Jan1969","30Nov2014","206190828",33.910907,-118.099122,"(33.910907, -118.099122)"
940000070,"SOUTHLAND","SKILLED NURSING FACILITY","LTC",120,"11701 STUDEBAKER RD","NORWALK",90650,"Albrechtsen, Tyler","covey.christensen@ensigngroup.net","(562) 863-0336","(562) 868-9761",200,"LOS ANGELES",94,"LOS ANGELES COUNTY EAST",940000156,"22Jun1967","01Nov2014","206190741",33.92642,-118.099373,"(33.92642, -118.099373)"
940000069,"BROOKFIELD HEALTHCARE CENTER","SKILLED NURSING FACILITY","LTC",70,"9300 TELEGRAPH RD","DOWNEY",90240,"Howell, David","annmariecarroll@brookfieldhealthcare.net","(562) 869-8788","(562) 869-2567",200,"LOS ANGELES",94,"LOS ANGELES COUNTY EAST",940000135,"14Oct1968","01Jun2015","206190615",33.956763,-118.104018,"(33.956763, -118.104018)"
940000065,"INTERCOMMUNITY CARE CENTER","SKILLED NURSING FACILITY","LTC",147,"2626 GRAND AVE","LONG BEACH",90815,"Boydston, Russell","rboydston@iccare.org","(562) 427-2348","(562) 427-8915",200,"LOS ANGELES",94,"LOS ANGELES COUNTY EAST",940000098,"14Mar1967","04Nov2014","206190420",33.805258,-118.145537,"(33.805258, -118.145537)"
940000064,"INTERCOMMUNITY HEALTHCARE & REHABILITATION CENTER","SKILLED NURSING FACILITY","LTC",86,"12627 STUDEBAKER RD","NORWALK",90650,"Day, James","fac59admin@pcgservices.org","(562) 864-3899","(562) 868-4767",200,"LOS ANGELES",94,"LOS ANGELES COUNTY EAST",940000097,"23Mar1966","01Nov2014","206190419",33.916365,-118.09935,"(33.916365, -118.09935)"
940000063,"NORWALK MEADOWS NURSING CENTER","SKILLED NURSING FACILITY","LTC",99,"10625 LEFFINGWELL RD","NORWALK",90650,"Thomashow, Lisa","","(562) 864-2231","(562) 864-2541",200,"LOS ANGELES",94,"LOS ANGELES COUNTY EAST",940000079,"01Nov1995","23Jan2015","206190331",33.90476,-118.107425,"(33.90476, -118.107425)"
940000062,"ALAMITOS BELMONT REHABILITATION HOSPITAL","SKILLED NURSING FACILITY","LTC",94,"3901 E 4TH ST","LONG BEACH",90814,"HALL, MARK","ddahl@alamitosbelmont.com","(562) 433-6732","(562) 434-8421",200,"LOS ANGELES",94,"LOS ANGELES COUNTY EAST",940000006,"14Oct1969","30Jun2015","206190011",33.771731,-118.146817,"(33.771731, -118.146817)"
940000057,"DOWNEY COMMUNITY HEALTH CENTER","SKILLED NURSING FACILITY","LTC",198,"8425 IOWA ST","DOWNEY",90241,"Coberly, Richard","dchc1980@dslextreme.com","(562) 869-1346","(562) 862-6506",200,"LOS ANGELES",94,"LOS ANGELES COUNTY EAST",940000223,"25Mar1980","24Mar2015","206191117",33.936558,-118.132268,"(33.936558, -118.132268)"
940000056,"VISTA COVE CARE CENTER AT LONG BEACH","SKILLED NURSING FACILITY","LTC",154,"3401 CEDAR AVE","LONG BEACH",90807,"Dehaan, Brad","hillcrestcare@mindspring.com","(562) 426-5731","(562) 426-4461",200,"LOS ANGELES",94,"LOS ANGELES COUNTY EAST",940000086,"07Apr1960","15May2015","206190371",33.819833,-118.195258,"(33.819833, -118.195258)"
940000053,"COUNTRY VILLA BELMONT HEIGHTS HEALTHCARE CENTER","SKILLED NURSING FACILITY","LTC",117,"1730 GRAND AVE","LONG BEACH",90804,"Hunte, Roger","nenitab@countryvillahealth.com","(562) 597-0230","(562) 597-8817",200,"LOS ANGELES",94,"LOS ANGELES COUNTY EAST",940000082,"01Sep1964","11Dec2014","206190350",33.788302,-118.148024,"(33.788302, -118.148024)"
940000051,"AVALON VILLA CARE CENTER","SKILLED NURSING FACILITY","LTC",131,"12029 AVALON BLVD","LOS ANGELES",90061,"Silverman, Jack","dweston@avalonvilla.net","(323) 754-4031","(323) 756-8191",200,"LOS ANGELES",94,"LOS ANGELES COUNTY EAST",940000075,"22Nov1967","20Nov2014","206190310",33.922939,-118.265229,"(33.922939, -118.265229)"
940000050,"LIGHTHOUSE HEALTHCARE CENTER","SKILLED NURSING FACILITY","LTC",149,"2222 SANTA ANA BLVD.","LOS ANGELES",90059,"Strother, David","administrator@lighthousehealthcenter.com","(323) 569-9565","(323) 564-4461",200,"LOS ANGELES",94,"LOS ANGELES COUNTY EAST",940000071,"08Apr1968","17Nov2014","206190301",33.9348665,-118.2330749,"(33.9348665, -118.2330749)"
