"iso2c","iso3c","country","year","gdp_percap","life_expect","population","birth_rate","neonat_mortal_rate","region","income"
"AT","AUT","Austria",1999,27606.4830303088,77.8756097560976,7992324,9.8,3.1,"Europe & Central Asia","High income"
"AT","AUT","Austria",2000,29380.0660424793,78.1268292682927,8011566,9.8,3.1,"Europe & Central Asia","High income"
"AT","AUT","Austria",2001,29715.2222181289,78.5756097560976,8042293,9.4,3.1,"Europe & Central Asia","High income"
"AT","AUT","Austria",2002,31178.6933297272,78.6780487804878,8081957,9.7,3,"Europe & Central Asia","High income"
"AT","AUT","Austria",2003,32108.632547686,78.6317073170732,8121423,9.5,3,"Europe & Central Asia","High income"
"AT","AUT","Austria",2004,33743.0447084692,79.1804878048781,8171966,9.7,2.9,"Europe & Central Asia","High income"
"AT","AUT","Austria",2009,40926.5237645676,80.3317073170732,8343323,9.2,2.6,"Europe & Central Asia","High income"
"AT","AUT","Austria",1992,21259.6367506188,75.8170731707317,7840709,12.2,4.2,"Europe & Central Asia","High income"
"AT","AUT","Austria",1993,21698.3076736738,76.0682926829268,7905633,12,3.9,"Europe & Central Asia","High income"
"AT","AUT","Austria",2008,41316.225176699,80.4317073170732,8321496,9.3,2.6,"Europe & Central Asia","High income"
"AT","AUT","Austria",2013,47922.0491207455,81.1365853658537,8479823,9.4,2.3,"Europe & Central Asia","High income"
"AT","AUT","Austria",2010,42006.0468807427,80.5804878048781,8363404,9.4,2.5,"Europe & Central Asia","High income"
"AT","AUT","Austria",2011,44452.7327457999,80.9829268292683,8391643,9.3,2.4,"Europe & Central Asia","High income"
"AT","AUT","Austria",2012,46457.3457770311,80.9365853658537,8429991,9.4,2.4,"Europe & Central Asia","High income"
"AT","AUT","Austria",2017,53879.2978545168,81.6414634146342,8797566,10,2.2,"Europe & Central Asia","High income"
"AT","AUT","Austria",2014,48799.7154676985,81.490243902439,8546356,9.6,2.3,"Europe & Central Asia","High income"
"AT","AUT","Austria",2015,49877.7133112879,81.190243902439,8642699,9.8,2.3,"Europe & Central Asia","High income"
"AT","AUT","Austria",2016,51655.5030888825,81.6414634146342,8736668,10,2.2,"Europe & Central Asia","High income"
"AT","AUT","Austria",1994,22606.8296418745,76.419512195122,7936118,11.6,3.7,"Europe & Central Asia","High income"
"AT","AUT","Austria",1995,23660.4086083689,76.6682926829268,7948278,11.2,3.5,"Europe & Central Asia","High income"
"AT","AUT","Austria",1996,24529.2078275032,76.8707317073171,7959017,11.2,3.4,"Europe & Central Asia","High income"
"AT","AUT","Austria",1997,25424.0699288625,77.319512195122,7968041,10.5,3.2,"Europe & Central Asia","High income"
"AT","AUT","Austria",1998,26674.609548055,77.6707317073171,7976789,10.2,3.2,"Europe & Central Asia","High income"
"AU","AUS","Australia",1990,17329.5778815556,76.9946341463415,17065100,15.4,4.6,"East Asia & Pacific","High income"
"AU","AUS","Australia",1992,18189.0773364521,77.3780487804878,17495000,15.1,4.2,"East Asia & Pacific","High income"
"AU","AUS","Australia",1993,19131.5398287392,77.8780487804878,17667000,14.7,4.1,"East Asia & Pacific","High income"
"AU","AUS","Australia",1991,17790.7655222682,77.2756097560976,17284000,14.9,4.4,"East Asia & Pacific","High income"
"AU","AUS","Australia",1997,22934.7860068545,78.4804878048781,18517000,13.6,3.6,"East Asia & Pacific","High income"
"AU","AUS","Australia",1998,24196.7212783416,78.6317073170732,18711000,13.3,3.6,"East Asia & Pacific","High income"
"AU","AUS","Australia",1999,25264.3643562136,78.9317073170732,18926000,13.1,3.5,"East Asia & Pacific","High income"
"AU","AUS","Australia",2000,26328.6736837152,79.2341463414634,19153000,13,3.5,"East Asia & Pacific","High income"
"AU","AUS","Australia",2001,27336.6826900614,79.6341463414634,19413000,12.7,3.5,"East Asia & Pacific","High income"
"AU","AUS","Australia",2002,28718.241079556,79.9365853658537,19651400,12.8,3.4,"East Asia & Pacific","High income"
"AU","AUS","Australia",2016,47352.1116091306,82.4487804878049,24190907,12.9,2.2,"East Asia & Pacific","High income"
"AU","AUS","Australia",2017,49653.7158885249,82.4975609756098,24601860,12.4,2.1,"East Asia & Pacific","High income"
"AU","AUS","Australia",2004,31327.3774922975,80.490243902439,20127400,12.3,3.3,"East Asia & Pacific","High income"
"AU","AUS","Australia",2005,32575.0692539649,80.8414634146341,20394800,12.8,3.3,"East Asia & Pacific","High income"
"AU","AUS","Australia",1994,20064.2866977941,77.8780487804878,17855000,14.5,3.9,"East Asia & Pacific","High income"
"AU","AUS","Australia",1995,20894.3972067408,77.8292682926829,18072000,14.2,3.7,"East Asia & Pacific","High income"
"AU","AUS","Australia",1996,21972.0526522953,78.0780487804878,18311000,13.9,3.7,"East Asia & Pacific","High income"
"AU","AUS","Australia",2010,39324.3689530042,81.6951219512195,22031750,13.7,2.8,"East Asia & Pacific","High income"
"AU","AUS","Australia",2011,41965.3584189919,81.8951219512195,22340024,13.6,2.6,"East Asia & Pacific","High income"
"AU","AUS","Australia",2012,42826.789579996,82.0463414634146,22733465,13.7,2.5,"East Asia & Pacific","High income"
"AU","AUS","Australia",2013,45902.047948361,82.1487804878049,23128129,13.3,2.4,"East Asia & Pacific","High income"
"AU","AUS","Australia",2014,46880.2206571585,82.3,23475686,13.2,2.4,"East Asia & Pacific","High income"
"AU","AUS","Australia",2015,46270.1973987065,82.4,23815995,12.9,2.3,"East Asia & Pacific","High income"
"AU","AUS","Australia",2006,34306.6523094004,81.0414634146342,20697900,12.9,3.2,"East Asia & Pacific","High income"
"AU","AUS","Australia",2003,29693.9059129237,80.2390243902439,19895400,12.6,3.4,"East Asia & Pacific","High income"
"AU","AUS","Australia",2008,37459.307649507,81.3951219512195,21249200,14,3,"East Asia & Pacific","High income"
"AU","AUS","Australia",2009,40300.3082316095,81.5439024390244,21691700,13.9,2.9,"East Asia & Pacific","High income"
"AU","AUS","Australia",2007,36560.4056480642,81.2926829268293,20827600,14.1,3.1,"East Asia & Pacific","High income"
"AW","ABW","Aruba",2002,30862.2226879787,73.937,94992,13.375,,"Latin America & Caribbean","High income"
"AW","ABW","Aruba",2004,34176.4646017045,74.156,98737,12.667,,"Latin America & Caribbean","High income"
"AW","ABW","Aruba",2005,35207.5772431385,74.287,100031,12.35,,"Latin America & Caribbean","High income"
"AW","ABW","Aruba",1996,28499.0894348895,73.646,83200,16.132,,"Latin America & Caribbean","High income"
"AW","ABW","Aruba",1997,30215.949226687,73.671,85451,15.598,,"Latin America & Caribbean","High income"
"AW","ABW","Aruba",1998,30512.6839094158,73.7,87277,15.09,,"Latin America & Caribbean","High income"
"AW","ABW","Aruba",1999,30728.0544998715,73.738,89005,14.615,,"Latin America & Caribbean","High income"
"AW","ABW","Aruba",2000,33120.0541798188,73.787,90853,14.173,,"Latin America & Caribbean","High income"
"AW","ABW","Aruba",2001,32117.9123240312,73.853,92898,13.762,,"Latin America & Caribbean","High income"
"AW","ABW","Aruba",2003,31387.2829556235,74.038,97017,13.01,,"Latin America & Caribbean","High income"
"AW","ABW","Aruba",1990,24101.1094287868,73.468,62149,19.571,,"Latin America & Caribbean","High income"
"AW","ABW","Aruba",1991,25870.7559445251,73.509,64622,19.021,,"Latin America & Caribbean","High income"
"AW","ABW","Aruba",1992,26533.3438995798,73.544,68235,18.446,,"Latin America & Caribbean","High income"
"AW","ABW","Aruba",1993,27430.7524011872,73.573,72504,17.859,,"Latin America & Caribbean","High income"
"AW","ABW","Aruba",1994,28656.5202143914,73.598,76700,17.27,,"Latin America & Caribbean","High income"
"AW","ABW","Aruba",1995,28648.9900205053,73.622,80324,16.691,,"Latin America & Caribbean","High income"
"AW","ABW","Aruba",2009,34693.0867453501,74.872,101455,11.407,,"Latin America & Caribbean","High income"
"AW","ABW","Aruba",2010,33732.8474501545,75.016,101669,11.26,,"Latin America & Caribbean","High income"
"AW","ABW","Aruba",2011,35492.6184873268,75.158,102046,11.147,,"Latin America & Caribbean","High income"
"AW","ABW","Aruba",2012,35498.9820893212,75.299,102560,11.065,,"Latin America & Caribbean","High income"
"AW","ABW","Aruba",2013,37419.8928174534,75.44,103159,11.008,,"Latin America & Caribbean","High income"
"AW","ABW","Aruba",2014,38223.3722610314,75.582,103774,10.975,,"Latin America & Caribbean","High income"
"AW","ABW","Aruba",2006,36362.219316911,74.429,100834,12.062,,"Latin America & Caribbean","High income"
"AW","ABW","Aruba",2007,37865.4934865724,74.576,101222,11.808,,"Latin America & Caribbean","High income"
"AW","ABW","Aruba",2008,38515.2637967535,74.725,101358,11.589,,"Latin America & Caribbean","High income"
"AW","ABW","Aruba",2017,39454.6298308169,76.01,105366,11.004,,"Latin America & Caribbean","High income"
"AW","ABW","Aruba",2015,38249.054868576,75.725,104341,10.963,,"Latin America & Caribbean","High income"
"AW","ABW","Aruba",2016,38390.2716491653,75.867,104872,10.974,,"Latin America & Caribbean","High income"
"AZ","AZE","Azerbaijan",2015,17973.0906672263,71.921,9649341,17.2,13.6,"Europe & Central Asia","Upper middle income"
"AZ","AZE","Azerbaijan",2001,4082.68232952958,67.054,8111200,13.6,32.7,"Europe & Central Asia","Upper middle income"
"AZ","AZE","Azerbaijan",1993,3485.51157527102,64.81,7495000,23.7,35.1,"Europe & Central Asia","Upper middle income"
"AZ","AZE","Azerbaijan",2016,17417.0866946634,72.026,9757812,16.3,12.6,"Europe & Central Asia","Upper middle income"
"AZ","AZE","Azerbaijan",2017,17525.2796310656,72.123,9854033,14.6,11.8,"Europe & Central Asia","Upper middle income"
"AZ","AZE","Azerbaijan",1992,4495.39784874786,64.731,7382000,25.2,33.8,"Europe & Central Asia","Upper middle income"
"AZ","AZE","Azerbaijan",1997,2732.70029297773,65.899,7838250,16.8,36.9,"Europe & Central Asia","Upper middle income"
"AZ","AZE","Azerbaijan",1994,2820.2511760786,64.991,7597000,21.4,36,"Europe & Central Asia","Upper middle income"
"AZ","AZE","Azerbaijan",1995,2510.53851015471,65.256,7685000,18.9,36.7,"Europe & Central Asia","Upper middle income"
"AZ","AZE","Azerbaijan",1996,2563.72099334445,65.573,7763000,16.6,37,"Europe & Central Asia","Upper middle income"
"AZ","AZE","Azerbaijan",2014,17808.9018991513,71.8,9535079,17.9,14.7,"Europe & Central Asia","Upper middle income"
"AZ","AZE","Azerbaijan",1998,3011.08769910818,66.207,7913000,15.7,36.3,"Europe & Central Asia","Upper middle income"
"AZ","AZE","Azerbaijan",1999,3251.93494893839,66.491,7982750,14.7,35.4,"Europe & Central Asia","Upper middle income"
"AZ","AZE","Azerbaijan",2000,3663.44525692196,66.763,8048600,14.5,34.1,"Europe & Central Asia","Upper middle income"
"AZ","AZE","Azerbaijan",2005,7290.22995295019,68.75,8391850,16.9,26.7,"Europe & Central Asia","Upper middle income"
"AZ","AZE","Azerbaijan",2006,9989.20647283288,69.269,8484550,17.6,25.3,"Europe & Central Asia","Upper middle income"
"AZ","AZE","Azerbaijan",2007,12724.3483374698,69.774,8581300,17.7,24.1,"Europe & Central Asia","Upper middle income"
"AZ","AZE","Azerbaijan",2008,14047.6601948804,70.238,8763400,17.4,22.8,"Europe & Central Asia","Upper middle income"
"AZ","AZE","Azerbaijan",2009,15162.8877986052,70.646,8947243,17,21.5,"Europe & Central Asia","Upper middle income"
"AZ","AZE","Azerbaijan",2010,15884.0447883734,70.987,9054332,18.3,20.3,"Europe & Central Asia","Upper middle income"
"AZ","AZE","Azerbaijan",2011,15754.1523626148,71.26,9173082,19.2,18.8,"Europe & Central Asia","Upper middle income"
"AZ","AZE","Azerbaijan",2012,16193.3956654319,71.478,9295784,18.8,17.3,"Europe & Central Asia","Upper middle income"
"AZ","AZE","Azerbaijan",2013,17216.1785349866,71.656,9416801,18.3,16,"Europe & Central Asia","Upper middle income"
"AZ","AZE","Azerbaijan",1990,5703.86998127308,64.827,7159000,25.9,31.2,"Europe & Central Asia","Upper middle income"
"AZ","AZE","Azerbaijan",2002,4504.97648533603,67.391,8171950,13.5,31.2,"Europe & Central Asia","Upper middle income"
"AZ","AZE","Azerbaijan",2003,5018.89005626504,67.791,8234100,13.8,29.7,"Europe & Central Asia","Upper middle income"
"AZ","AZE","Azerbaijan",2004,5581.87125768037,68.249,8306500,15.8,28.2,"Europe & Central Asia","Upper middle income"
"AZ","AZE","Azerbaijan",1991,5765.2877348042,64.745,7271000,26.6,32.5,"Europe & Central Asia","Upper middle income"
"BA","BIH","Bosnia and Herzegovina",2002,5136.54974470852,74.824,3759387,9.976,5.9,"Europe & Central Asia","Upper middle income"
"BA","BIH","Bosnia and Herzegovina",1995,1208.23492779736,71.643,3829050,13.195,8.7,"Europe & Central Asia","Upper middle income"
"BA","BIH","Bosnia and Herzegovina",1996,2364.76739101613,72.306,3764425,12.9,8.2,"Europe & Central Asia","Upper middle income"
"BA","BIH","Bosnia and Herzegovina",1997,3257.33743385949,72.977,3736070,12.535,7.7,"Europe & Central Asia","Upper middle income"
"BA","BIH","Bosnia and Herzegovina",1994,952.906568289418,71.091,3936524,13.453,9.3,"Europe & Central Asia","Upper middle income"
"BA","BIH","Bosnia and Herzegovina",1999,4225.43594998709,74.057,3743354,11.558,6.9,"Europe & Central Asia","Upper middle income"
"BA","BIH","Bosnia and Herzegovina",2000,4547.98537157947,74.413,3751176,10.995,6.5,"Europe & Central Asia","Upper middle income"
"BA","BIH","Bosnia and Herzegovina",2001,4751.09088953266,74.653,3755512,10.448,6.2,"Europe & Central Asia","Upper middle income"
"BA","BIH","Bosnia and Herzegovina",1998,3809.63034529506,73.572,3734337,12.084,7.3,"Europe & Central Asia","Upper middle income"
"BA","BIH","Bosnia and Herzegovina",1990,,70.877,4463423,14.846,11.3,"Europe & Central Asia","Upper middle income"
"BA","BIH","Bosnia and Herzegovina",1991,,70.645,4369319,14.42,10.9,"Europe & Central Asia","Upper middle income"
"BA","BIH","Bosnia and Herzegovina",1992,,70.577,4233676,14.044,10.4,"Europe & Central Asia","Upper middle income"
"BA","BIH","Bosnia and Herzegovina",1993,,70.724,4078937,13.725,9.9,"Europe & Central Asia","Upper middle income"
"BA","BIH","Bosnia and Herzegovina",2006,7406.29528904862,75.353,3765424,9.221,5.3,"Europe & Central Asia","Upper middle income"
"BA","BIH","Bosnia and Herzegovina",2007,8188.63576657107,75.486,3762786,9.225,5.3,"Europe & Central Asia","Upper middle income"
"BA","BIH","Bosnia and Herzegovina",2008,9028.84592240078,75.619,3754271,9.229,5.2,"Europe & Central Asia","Upper middle income"
"BA","BIH","Bosnia and Herzegovina",2009,9030.50799672873,75.758,3735938,9.219,5.1,"Europe & Central Asia","Upper middle income"
"BA","BIH","Bosnia and Herzegovina",2010,9347.58221554907,75.905,3705472,9.19,5,"Europe & Central Asia","Upper middle income"
"BA","BIH","Bosnia and Herzegovina",2011,9976.47713251324,76.06,3661175,9.149,4.9,"Europe & Central Asia","Upper middle income"
"BA","BIH","Bosnia and Herzegovina",2012,10304.0309806735,76.223,3604972,9.113,4.7,"Europe & Central Asia","Upper middle income"
"BA","BIH","Bosnia and Herzegovina",2013,11016.5732510988,76.39,3542605,9.096,4.5,"Europe & Central Asia","Upper middle income"
"BA","BIH","Bosnia and Herzegovina",2005,6479.65704980246,75.223,3765331,9.257,5.4,"Europe & Central Asia","Upper middle income"
"BA","BIH","Bosnia and Herzegovina",2014,11433.214136406,76.561,3482104,9.098,4.4,"Europe & Central Asia","Upper middle income"
"BA","BIH","Bosnia and Herzegovina",2003,5373.15336933039,74.967,3762173,9.616,5.7,"Europe & Central Asia","Upper middle income"
"BA","BIH","Bosnia and Herzegovina",2004,6200.62210537659,75.096,3764194,9.379,5.6,"Europe & Central Asia","Upper middle income"
"BA","BIH","Bosnia and Herzegovina",2016,12824.0851120713,76.911,3386267,9.158,4.1,"Europe & Central Asia","Upper middle income"
"BA","BIH","Bosnia and Herzegovina",2017,13735.0302372246,77.087,3351527,9.207,4,"Europe & Central Asia","Upper middle income"
"BA","BIH","Bosnia and Herzegovina",2015,12013.9908004692,76.735,3429361,9.12,4.2,"Europe & Central Asia","Upper middle income"
"BB","BRB","Barbados",1992,8596.74179116126,71.841,262886,15.63,10.5,"Latin America & Caribbean","High income"
"BB","BRB","Barbados",2013,16909.5183800771,75.448,284296,12.183,9,"Latin America & Caribbean","High income"
"BB","BRB","Barbados",1991,9070.20720146535,71.614,261905,15.829,11.1,"Latin America & Caribbean","High income"
"BB","BRB","Barbados",1996,10250.5705569406,72.678,267049,14.742,9.2,"Latin America & Caribbean","High income"
"BB","BRB","Barbados",1993,8874.59657234708,72.061,263874,15.423,10,"Latin America & Caribbean","High income"
"BB","BRB","Barbados",1994,9370.9673361856,72.275,264893,15.206,9.7,"Latin America & Caribbean","High income"
"BB","BRB","Barbados",1995,9722.05810919243,72.481,265955,14.979,9.4,"Latin America & Caribbean","High income"
"BB","BRB","Barbados",2014,17200.5386050508,75.603,284825,12.088,8.8,"Latin America & Caribbean","High income"
"BB","BRB","Barbados",1997,10875.2577108682,72.865,268187,14.5,9.1,"Latin America & Caribbean","High income"
"BB","BRB","Barbados",1998,11360.352418755,73.043,269336,14.256,9.1,"Latin America & Caribbean","High income"
"BB","BRB","Barbados",1999,11514.2611763394,73.213,270451,14.018,9.1,"Latin America & Caribbean","High income"
"BB","BRB","Barbados",2004,13372.2444563335,74.004,275284,13.088,9.8,"Latin America & Caribbean","High income"
"BB","BRB","Barbados",2005,14283.0062825093,74.163,276323,12.967,9.9,"Latin America & Caribbean","High income"
"BB","BRB","Barbados",2006,15484.7176051269,74.324,277477,12.862,9.9,"Latin America & Caribbean","High income"
"BB","BRB","Barbados",2007,16110.2066246965,74.486,278700,12.765,9.9,"Latin America & Caribbean","High income"
"BB","BRB","Barbados",2008,16370.6172882289,74.648,279946,12.671,9.8,"Latin America & Caribbean","High income"
"BB","BRB","Barbados",2009,15774.814894369,74.811,281104,12.577,9.7,"Latin America & Caribbean","High income"
